,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,confirmed,Romaric Philogene,1,1,Qovery,Romaric Philogene.png,https://www.linkedin.com/in/romaricphilogene/,,,,SRE in the Era of AI: Lessons Learned from Hundreds of Teams I've met Over 3 Years,"Over the past three years, I've collaborated with hundreds of SRE teams as they've integrated AI into their workflows. What has truly evolved - and what remains the same? This talk will provide practical insights and observations from the forefront of AI adoption in infrastructure. I'll discuss:
The evolving skill set: What SREs need to learn today and which skills stand the test of time
AI in incident management: Identifying where AI agents add value, where they fall short, and how to distinguish between the two
AI SRE: What's real, and what's just hype",,"Romaric Philogene is CEO & Co-founder of Qovery, the Agentic infrastructure platform powering hundreds of companies like Alan, Talkspace, Zoom..With 20+ years in infrastructure engineering, he started his career when cloud didn't exist - managing physical servers in HFT, getting 2 AM pages, and building runbooks from scratch. Prior to Qovery (founded 2020), he was CEO of two other companies self funded and sold to major brands in ERP for automotive."
,confirmed,Yossi Eliaz,1,1,Incredibuild,Yossi Eliaz.png,https://www.linkedin.com/in/yossi-eliaz,,,,Reliability Lessons from Building Sandboxes for AI Agents,"AI agents now run thousands of ephemeral coding tasks a day, and each one needs a clean, fast, trustworthy environment to execute in. This talk shares hands-on lessons from building secure execution infrastructure for AI workloads at Incredibuild and islo.dev, covering CI runners, sandboxes, snapshots, caching, traces, and reproducible environments. It walks through a real sandbox provider for ephemeral task isolation, presented at an Apache Airflow Monthly Town Hall, and a meta-harness loop that took a coding agent from 0 of 5 to 5 of 5 passing tasks in about two seconds across four proposer steps. Drawing on earlier container security work at Twistlock, the talk covers what breaks when isolation, caching, and observability have to work together at CI speed.",,"Yossi Eliaz is a Principal Engineer, AI Systems at Incredibuild, building secure execution infrastructure for AI workloads: CI runners, sandboxes, snapshots, caching, and reproducible environments. He previously worked on container security at Twistlock. He holds a PhD in Physics and an MSc in Computer Science."
,confirmed,Elliot Gardiner,1,1,Mirror Panel Inc.,Elliot Gardiner.png,https://www.linkedin.com/in/elliotgardiner/,,,,Production Has Observability. Your Coding Agent Doesn’t,"Claude Code, Codex, and other coding agents are becoming long-running, tool-using systems that read repositories, execute commands, modify code, call external services, and make decisions with limited human supervision. Yet most teams observe them primarily through token counts and final pull requests. This talk applies familiar SRE practices to agentic development. We’ll instrument a coding-agent workflow with OpenTelemetry, examine traces of tool calls, failures, retries, tests and code changes, and look at what those traces reveal about reliability that the final output hides. We’ll cover practical failure patterns, useful signals, and where traditional observability concepts translate well - and where they don’t.",,"Elliot Gardiner is a software engineer and former principal SRE with 13 years of experience building and operating large-scale systems. He is the founder of Code Telemetry, an observability platform for AI coding agents, and co-founder of Mirror Panel, a synthetic research platform focused on measuring and improving the reliability of AI-generated audience insight. His current work sits at the intersection of AI systems, observability, developer infrastructure, and reliability."
